npy_path,emotion
./data_with_wav\openl3_embedding\Love_Me_Tender_1.npy,in-love
./data_with_wav\openl3_embedding\Love_Me_Tender_2.npy,in-love
./data_with_wav\openl3_embedding\Strangers_In_The_Night_-_Remastered_)_[The_Frank_Sinatra_Collection]_0.npy,in-love
./data_with_wav\openl3_embedding\Strangers_In_The_Night_-_Remastered_)_[The_Frank_Sinatra_Collection]_1.npy,in-love
./data_with_wav\openl3_embedding\Strangers_In_The_Night_-_Remastered_)_[The_Frank_Sinatra_Collection]_2.npy,in-love
./data_with_wav\openl3_embedding\What_A_Difference_A_Day_Makes_0.npy,in-love
./data_with_wav\openl3_embedding\What_A_Difference_A_Day_Makes_1.npy,in-love
./data_with_wav\openl3_embedding\What_A_Difference_A_Day_Makes_2.npy,in-love
./data_with_wav\openl3_embedding\I_Will_Always_Love_You_0.npy,in-love
./data_with_wav\openl3_embedding\I_Will_Always_Love_You_1.npy,in-love
./data_with_wav\openl3_embedding\I_Will_Always_Love_You_2.npy,in-love
./data_with_wav\openl3_embedding\How_Deep_Is_Your_Love_(2007_Remastered_Saturday_Night_Fever_LP_Version)_0.npy,in-love
./data_with_wav\openl3_embedding\How_Deep_Is_Your_Love_(2007_Remastered_Saturday_Night_Fever_LP_Version)_1.npy,in-love
./data_with_wav\openl3_embedding\How_Deep_Is_Your_Love_(2007_Remastered_Saturday_Night_Fever_LP_Version)_2.npy,in-love
./data_with_wav\openl3_embedding\(Everything_I_Do)_I_Do_It_For_You_0.npy,in-love
./data_with_wav\openl3_embedding\(Everything_I_Do)_I_Do_It_For_You_1.npy,in-love
./data_with_wav\openl3_embedding\(Everything_I_Do)_I_Do_It_For_You_2.npy,in-love
./data_with_wav\openl3_embedding\Nothing_Compares_2_U_0.npy,in-love
./data_with_wav\openl3_embedding\Nothing_Compares_2_U_1.npy,in-love
./data_with_wav\openl3_embedding\Nothing_Compares_2_U_2.npy,in-love
./data_with_wav\openl3_embedding\I_Just_Called_To_Say_I_Love_You_0.npy,in-love
./data_with_wav\openl3_embedding\I_Just_Called_To_Say_I_Love_You_1.npy,in-love
./data_with_wav\openl3_embedding\I_Just_Called_To_Say_I_Love_You_2.npy,in-love
./data_with_wav\openl3_embedding\Wonderful_Tonight_0.npy,in-love
./data_with_wav\openl3_embedding\Wonderful_Tonight_1.npy,in-love
./data_with_wav\openl3_embedding\Wonderful_Tonight_2.npy,in-love
./data_with_wav\openl3_embedding\Back_for_Good_-_Radio_Mix_0.npy,in-love
./data_with_wav\openl3_embedding\Back_for_Good_-_Radio_Mix_1.npy,in-love
./data_with_wav\openl3_embedding\Back_for_Good_-_Radio_Mix_2.npy,in-love
./data_with_wav\openl3_embedding\With_Or_Without_You_0.npy,in-love
./data_with_wav\openl3_embedding\With_Or_Without_You_1.npy,in-love
./data_with_wav\openl3_embedding\With_Or_Without_You_2.npy,in-love
./data_with_wav\openl3_embedding\You_Make_Me_Feel_Like_a_Natural_Woman_0.npy,in-love
./data_with_wav\openl3_embedding\You_Make_Me_Feel_Like_a_Natural_Woman_1.npy,in-love
./data_with_wav\openl3_embedding\You_Make_Me_Feel_Like_a_Natural_Woman_2.npy,in-love
./data_with_wav\openl3_embedding\Because_You_Loved_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Because_You_Loved_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Because_You_Loved_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Time_After_Time_0.npy,in-love
./data_with_wav\openl3_embedding\Time_After_Time_1.npy,in-love
./data_with_wav\openl3_embedding\Time_After_Time_2.npy,in-love
./data_with_wav\openl3_embedding\At_Last_0.npy,in-love
./data_with_wav\openl3_embedding\At_Last_1.npy,in-love
./data_with_wav\openl3_embedding\At_Last_2.npy,in-love
./data_with_wav\openl3_embedding\Every_Breath_You_Take_-_Remastered_2003_0.npy,in-love
./data_with_wav\openl3_embedding\Every_Breath_You_Take_-_Remastered_2003_1.npy,in-love
./data_with_wav\openl3_embedding\Every_Breath_You_Take_-_Remastered_2003_2.npy,in-love
./data_with_wav\openl3_embedding\Thinking_out_Loud_0.npy,in-love
./data_with_wav\openl3_embedding\Thinking_out_Loud_1.npy,in-love
./data_with_wav\openl3_embedding\Thinking_out_Loud_2.npy,in-love
./data_with_wav\openl3_embedding\God_Only_Knows_-_Mono_0.npy,in-love
./data_with_wav\openl3_embedding\God_Only_Knows_-_Mono_1.npy,in-love
./data_with_wav\openl3_embedding\God_Only_Knows_-_Mono_2.npy,in-love
./data_with_wav\openl3_embedding\Just_Like_Heaven_0.npy,in-love
./data_with_wav\openl3_embedding\Just_Like_Heaven_1.npy,in-love
./data_with_wav\openl3_embedding\Just_Like_Heaven_2.npy,in-love
./data_with_wav\openl3_embedding\Total_Eclipse_of_the_Heart_0.npy,in-love
./data_with_wav\openl3_embedding\Total_Eclipse_of_the_Heart_1.npy,in-love
./data_with_wav\openl3_embedding\Total_Eclipse_of_the_Heart_2.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_0.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_1.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_2.npy,in-love
./data_with_wav\openl3_embedding\You_Are_So_Beautiful_0.npy,in-love
./data_with_wav\openl3_embedding\You_Are_So_Beautiful_1.npy,in-love
./data_with_wav\openl3_embedding\You_Are_So_Beautiful_2.npy,in-love
./data_with_wav\openl3_embedding\By_Your_Side_0.npy,in-love
./data_with_wav\openl3_embedding\By_Your_Side_1.npy,in-love
./data_with_wav\openl3_embedding\By_Your_Side_2.npy,in-love
./data_with_wav\openl3_embedding\To_Love_Somebody_0.npy,in-love
./data_with_wav\openl3_embedding\To_Love_Somebody_1.npy,in-love
./data_with_wav\openl3_embedding\To_Love_Somebody_2.npy,in-love
./data_with_wav\openl3_embedding\November_Rain_0.npy,in-love
./data_with_wav\openl3_embedding\November_Rain_1.npy,in-love
./data_with_wav\openl3_embedding\November_Rain_2.npy,in-love
./data_with_wav\openl3_embedding\I'll_Stand_by_You_0.npy,in-love
./data_with_wav\openl3_embedding\I'll_Stand_by_You_1.npy,in-love
./data_with_wav\openl3_embedding\I'll_Stand_by_You_2.npy,in-love
./data_with_wav\openl3_embedding\If_You_Don't_Know_Me_By_Now_0.npy,in-love
./data_with_wav\openl3_embedding\If_You_Don't_Know_Me_By_Now_1.npy,in-love
./data_with_wav\openl3_embedding\If_You_Don't_Know_Me_By_Now_2.npy,in-love
./data_with_wav\openl3_embedding\Come_Away_With_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Come_Away_With_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Come_Away_With_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Unforgettable_-_Remastered_2003_0.npy,in-love
./data_with_wav\openl3_embedding\Unforgettable_-_Remastered_2003_1.npy,in-love
./data_with_wav\openl3_embedding\Unforgettable_-_Remastered_2003_2.npy,in-love
./data_with_wav\openl3_embedding\The_First_Time_Ever_I_Saw_Your_Face_0.npy,in-love
./data_with_wav\openl3_embedding\The_First_Time_Ever_I_Saw_Your_Face_1.npy,in-love
./data_with_wav\openl3_embedding\The_First_Time_Ever_I_Saw_Your_Face_2.npy,in-love
./data_with_wav\openl3_embedding\What_A_Diff'rence_A_Day_Made_0.npy,in-love
./data_with_wav\openl3_embedding\What_A_Diff'rence_A_Day_Made_1.npy,in-love
./data_with_wav\openl3_embedding\What_A_Diff'rence_A_Day_Made_2.npy,in-love
./data_with_wav\openl3_embedding\I'm_Yours_0.npy,in-love
./data_with_wav\openl3_embedding\I'm_Yours_1.npy,in-love
./data_with_wav\openl3_embedding\I'm_Yours_2.npy,in-love
./data_with_wav\openl3_embedding\Iris_0.npy,in-love
./data_with_wav\openl3_embedding\Iris_1.npy,in-love
./data_with_wav\openl3_embedding\Iris_2.npy,in-love
./data_with_wav\openl3_embedding\Something_-_Remastered_0.npy,in-love
./data_with_wav\openl3_embedding\Something_-_Remastered_1.npy,in-love
./data_with_wav\openl3_embedding\Something_-_Remastered_2.npy,in-love
./data_with_wav\openl3_embedding\Skinny_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Skinny_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Skinny_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Let's_Get_It_On_0.npy,in-love
./data_with_wav\openl3_embedding\Let's_Get_It_On_1.npy,in-love
./data_with_wav\openl3_embedding\Let's_Get_It_On_2.npy,in-love
./data_with_wav\openl3_embedding\Because_the_Night_0.npy,in-love
./data_with_wav\openl3_embedding\Because_the_Night_1.npy,in-love
./data_with_wav\openl3_embedding\Because_the_Night_2.npy,in-love
"./data_with_wav\openl3_embedding\You're_The_First,_The_Last,_My_Everything_0.npy",in-love
"./data_with_wav\openl3_embedding\You're_The_First,_The_Last,_My_Everything_1.npy",in-love
"./data_with_wav\openl3_embedding\You're_The_First,_The_Last,_My_Everything_2.npy",in-love
./data_with_wav\openl3_embedding\Fallin'_0.npy,in-love
./data_with_wav\openl3_embedding\Fallin'_1.npy,in-love
./data_with_wav\openl3_embedding\Fallin'_2.npy,in-love
./data_with_wav\openl3_embedding\Is_This_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Is_This_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Is_This_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Angie_-_Remastered_0.npy,in-love
./data_with_wav\openl3_embedding\Angie_-_Remastered_1.npy,in-love
./data_with_wav\openl3_embedding\Angie_-_Remastered_2.npy,in-love
./data_with_wav\openl3_embedding\Wonderwall_0.npy,in-love
./data_with_wav\openl3_embedding\Wonderwall_1.npy,in-love
./data_with_wav\openl3_embedding\Wonderwall_2.npy,in-love
./data_with_wav\openl3_embedding\Bizarre_Love_Triangle_0.npy,in-love
./data_with_wav\openl3_embedding\Bizarre_Love_Triangle_1.npy,in-love
./data_with_wav\openl3_embedding\Bizarre_Love_Triangle_2.npy,in-love
./data_with_wav\openl3_embedding\Somethin'_Stupid_0.npy,in-love
./data_with_wav\openl3_embedding\Somethin'_Stupid_1.npy,in-love
./data_with_wav\openl3_embedding\Somethin'_Stupid_2.npy,in-love
./data_with_wav\openl3_embedding\Ev'ry_Time_We_Say_Goodbye_0.npy,in-love
./data_with_wav\openl3_embedding\Ev'ry_Time_We_Say_Goodbye_1.npy,in-love
./data_with_wav\openl3_embedding\Ev'ry_Time_We_Say_Goodbye_2.npy,in-love
./data_with_wav\openl3_embedding\Dream_A_Little_Dream_0.npy,in-love
./data_with_wav\openl3_embedding\Dream_A_Little_Dream_1.npy,in-love
./data_with_wav\openl3_embedding\Dream_A_Little_Dream_2.npy,in-love
./data_with_wav\openl3_embedding\Love_Hurts_-_2007_Remaster_0.npy,in-love
./data_with_wav\openl3_embedding\Love_Hurts_-_2007_Remaster_1.npy,in-love
./data_with_wav\openl3_embedding\Love_Hurts_-_2007_Remaster_2.npy,in-love
./data_with_wav\openl3_embedding\My_Baby_Just_Cares_For_Me_0.npy,in-love
./data_with_wav\openl3_embedding\My_Baby_Just_Cares_For_Me_1.npy,in-love
./data_with_wav\openl3_embedding\My_Baby_Just_Cares_For_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Love_Of_My_Life_-_Remastered_2011_0.npy,in-love
./data_with_wav\openl3_embedding\Love_Of_My_Life_-_Remastered_2011_1.npy,in-love
./data_with_wav\openl3_embedding\Love_Of_My_Life_-_Remastered_2011_2.npy,in-love
./data_with_wav\openl3_embedding\Still_Loving_You_0.npy,in-love
./data_with_wav\openl3_embedding\Still_Loving_You_1.npy,in-love
./data_with_wav\openl3_embedding\Still_Loving_You_2.npy,in-love
./data_with_wav\openl3_embedding\Stay_With_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Stay_With_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Stay_With_Me_2.npy,in-love
./data_with_wav\openl3_embedding\(I_Can't_Help)_Falling_In_Love_With_You_0.npy,in-love
./data_with_wav\openl3_embedding\(I_Can't_Help)_Falling_In_Love_With_You_1.npy,in-love
./data_with_wav\openl3_embedding\(I_Can't_Help)_Falling_In_Love_With_You_2.npy,in-love
./data_with_wav\openl3_embedding\Without_You_0.npy,in-love
./data_with_wav\openl3_embedding\Without_You_1.npy,in-love
./data_with_wav\openl3_embedding\Without_You_2.npy,in-love
./data_with_wav\openl3_embedding\When_a_Man_Loves_a_Woman_0.npy,in-love
./data_with_wav\openl3_embedding\When_a_Man_Loves_a_Woman_1.npy,in-love
./data_with_wav\openl3_embedding\When_a_Man_Loves_a_Woman_2.npy,in-love
./data_with_wav\openl3_embedding\I_Only_Have_Eyes_For_You_-_Single_Version_0.npy,in-love
./data_with_wav\openl3_embedding\I_Only_Have_Eyes_For_You_-_Single_Version_1.npy,in-love
./data_with_wav\openl3_embedding\I_Only_Have_Eyes_For_You_-_Single_Version_2.npy,in-love
./data_with_wav\openl3_embedding\Embraceable_You_0.npy,in-love
./data_with_wav\openl3_embedding\Embraceable_You_1.npy,in-love
./data_with_wav\openl3_embedding\Embraceable_You_2.npy,in-love
./data_with_wav\openl3_embedding\The_Rose_0.npy,in-love
./data_with_wav\openl3_embedding\The_Rose_1.npy,in-love
./data_with_wav\openl3_embedding\The_Rose_2.npy,in-love
./data_with_wav\openl3_embedding\Can_You_Feel_the_Love_Tonight_-_End_Title_0.npy,in-love
./data_with_wav\openl3_embedding\Can_You_Feel_the_Love_Tonight_-_End_Title_1.npy,in-love
./data_with_wav\openl3_embedding\Can_You_Feel_the_Love_Tonight_-_End_Title_2.npy,in-love
./data_with_wav\openl3_embedding\Endless_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Endless_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Endless_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Annie's_Song_0.npy,in-love
./data_with_wav\openl3_embedding\Annie's_Song_1.npy,in-love
./data_with_wav\openl3_embedding\Annie's_Song_2.npy,in-love
./data_with_wav\openl3_embedding\a_thousand_years_0.npy,in-love
./data_with_wav\openl3_embedding\a_thousand_years_1.npy,in-love
./data_with_wav\openl3_embedding\a_thousand_years_2.npy,in-love
./data_with_wav\openl3_embedding\Falling_Slowly_0.npy,in-love
./data_with_wav\openl3_embedding\Falling_Slowly_1.npy,in-love
./data_with_wav\openl3_embedding\Falling_Slowly_2.npy,in-love
./data_with_wav\openl3_embedding\Fix_You_0.npy,in-love
./data_with_wav\openl3_embedding\Fix_You_1.npy,in-love
./data_with_wav\openl3_embedding\Fix_You_2.npy,in-love
./data_with_wav\openl3_embedding\Missing_You_-_Single_Version_0.npy,in-love
./data_with_wav\openl3_embedding\Missing_You_-_Single_Version_1.npy,in-love
./data_with_wav\openl3_embedding\Missing_You_-_Single_Version_2.npy,in-love
./data_with_wav\openl3_embedding\If_You_Leave_Me_Now_0.npy,in-love
./data_with_wav\openl3_embedding\If_You_Leave_Me_Now_1.npy,in-love
./data_with_wav\openl3_embedding\If_You_Leave_Me_Now_2.npy,in-love
./data_with_wav\openl3_embedding\Nine_Million_Bicycles_0.npy,in-love
./data_with_wav\openl3_embedding\Nine_Million_Bicycles_1.npy,in-love
./data_with_wav\openl3_embedding\Nine_Million_Bicycles_2.npy,in-love
./data_with_wav\openl3_embedding\Angels_0.npy,in-love
./data_with_wav\openl3_embedding\Angels_1.npy,in-love
./data_with_wav\openl3_embedding\Angels_2.npy,in-love
./data_with_wav\openl3_embedding\Perfect_Day_0.npy,in-love
./data_with_wav\openl3_embedding\Perfect_Day_1.npy,in-love
./data_with_wav\openl3_embedding\Perfect_Day_2.npy,in-love
./data_with_wav\openl3_embedding\It_Must_Be_Love_0.npy,in-love
./data_with_wav\openl3_embedding\It_Must_Be_Love_1.npy,in-love
./data_with_wav\openl3_embedding\It_Must_Be_Love_2.npy,in-love
./data_with_wav\openl3_embedding\I_Just_Can't_Stop_Loving_You_(feat._Siedah_Garrett)_0.npy,in-love
./data_with_wav\openl3_embedding\I_Just_Can't_Stop_Loving_You_(feat._Siedah_Garrett)_1.npy,in-love
./data_with_wav\openl3_embedding\I_Just_Can't_Stop_Loving_You_(feat._Siedah_Garrett)_2.npy,in-love
./data_with_wav\openl3_embedding\My_Girl_0.npy,in-love
./data_with_wav\openl3_embedding\My_Girl_1.npy,in-love
./data_with_wav\openl3_embedding\My_Girl_2.npy,in-love
./data_with_wav\openl3_embedding\When_You're_Gone_0.npy,in-love
./data_with_wav\openl3_embedding\When_You're_Gone_1.npy,in-love
./data_with_wav\openl3_embedding\When_You're_Gone_2.npy,in-love
./data_with_wav\openl3_embedding\Killing_Me_Softly_With_His_Song_0.npy,in-love
./data_with_wav\openl3_embedding\Killing_Me_Softly_With_His_Song_1.npy,in-love
./data_with_wav\openl3_embedding\Killing_Me_Softly_With_His_Song_2.npy,in-love
./data_with_wav\openl3_embedding\My_Love_0.npy,in-love
./data_with_wav\openl3_embedding\My_Love_1.npy,in-love
./data_with_wav\openl3_embedding\My_Love_2.npy,in-love
./data_with_wav\openl3_embedding\(They_Long_To_Be)_Close_To_You_0.npy,in-love
./data_with_wav\openl3_embedding\(They_Long_To_Be)_Close_To_You_1.npy,in-love
./data_with_wav\openl3_embedding\(They_Long_To_Be)_Close_To_You_2.npy,in-love
./data_with_wav\openl3_embedding\The_Power_of_Love_0.npy,in-love
./data_with_wav\openl3_embedding\The_Power_of_Love_1.npy,in-love
./data_with_wav\openl3_embedding\The_Power_of_Love_2.npy,in-love
./data_with_wav\openl3_embedding\You're_Still_The_One_0.npy,in-love
./data_with_wav\openl3_embedding\You're_Still_The_One_1.npy,in-love
./data_with_wav\openl3_embedding\You're_Still_The_One_2.npy,in-love
./data_with_wav\openl3_embedding\When_You_Say_Nothing_At_All_0.npy,in-love
./data_with_wav\openl3_embedding\When_You_Say_Nothing_At_All_1.npy,in-love
./data_with_wav\openl3_embedding\When_You_Say_Nothing_At_All_2.npy,in-love
./data_with_wav\openl3_embedding\Songbird_0.npy,in-love
./data_with_wav\openl3_embedding\Songbird_1.npy,in-love
./data_with_wav\openl3_embedding\Songbird_2.npy,in-love
./data_with_wav\openl3_embedding\Embraceable_You_0.npy,in-love
./data_with_wav\openl3_embedding\Embraceable_You_1.npy,in-love
./data_with_wav\openl3_embedding\Embraceable_You_2.npy,in-love
./data_with_wav\openl3_embedding\For_Your_Precious_Love_0.npy,in-love
./data_with_wav\openl3_embedding\For_Your_Precious_Love_1.npy,in-love
./data_with_wav\openl3_embedding\For_Your_Precious_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Mandy_0.npy,in-love
./data_with_wav\openl3_embedding\Mandy_1.npy,in-love
./data_with_wav\openl3_embedding\Mandy_2.npy,in-love
./data_with_wav\openl3_embedding\Crazy_Love_-_2013_Remaster_0.npy,in-love
./data_with_wav\openl3_embedding\Crazy_Love_-_2013_Remaster_1.npy,in-love
./data_with_wav\openl3_embedding\Crazy_Love_-_2013_Remaster_2.npy,in-love
./data_with_wav\openl3_embedding\Northern_Sky_0.npy,in-love
./data_with_wav\openl3_embedding\Northern_Sky_1.npy,in-love
./data_with_wav\openl3_embedding\Northern_Sky_2.npy,in-love
./data_with_wav\openl3_embedding\(What_A)_Wonderful_World_0.npy,in-love
./data_with_wav\openl3_embedding\(What_A)_Wonderful_World_1.npy,in-love
./data_with_wav\openl3_embedding\(What_A)_Wonderful_World_2.npy,in-love
./data_with_wav\openl3_embedding\Take_My_Breath_Away_0.npy,in-love
./data_with_wav\openl3_embedding\Take_My_Breath_Away_1.npy,in-love
./data_with_wav\openl3_embedding\Take_My_Breath_Away_2.npy,in-love
./data_with_wav\openl3_embedding\All_of_Me_0.npy,in-love
./data_with_wav\openl3_embedding\All_of_Me_1.npy,in-love
./data_with_wav\openl3_embedding\All_of_Me_2.npy,in-love
./data_with_wav\openl3_embedding\How_Sweet_It_Is_(To_Be_Loved_by_You)_0.npy,in-love
./data_with_wav\openl3_embedding\How_Sweet_It_Is_(To_Be_Loved_by_You)_1.npy,in-love
./data_with_wav\openl3_embedding\How_Sweet_It_Is_(To_Be_Loved_by_You)_2.npy,in-love
./data_with_wav\openl3_embedding\Only_You_(And_You_Alone)_0.npy,in-love
./data_with_wav\openl3_embedding\Only_You_(And_You_Alone)_1.npy,in-love
./data_with_wav\openl3_embedding\Only_You_(And_You_Alone)_2.npy,in-love
./data_with_wav\openl3_embedding\Have_I_Told_You_Lately_-_2008_Remaster_0.npy,in-love
./data_with_wav\openl3_embedding\Have_I_Told_You_Lately_-_2008_Remaster_1.npy,in-love
./data_with_wav\openl3_embedding\Have_I_Told_You_Lately_-_2008_Remaster_2.npy,in-love
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_2.npy,in-love
./data_with_wav\openl3_embedding\L-O-V-E_0.npy,in-love
./data_with_wav\openl3_embedding\L-O-V-E_1.npy,in-love
./data_with_wav\openl3_embedding\L-O-V-E_2.npy,in-love
./data_with_wav\openl3_embedding\Lover_0.npy,in-love
./data_with_wav\openl3_embedding\Lover_1.npy,in-love
./data_with_wav\openl3_embedding\Lover_2.npy,in-love
./data_with_wav\openl3_embedding\Yellow_0.npy,in-love
./data_with_wav\openl3_embedding\Yellow_1.npy,in-love
./data_with_wav\openl3_embedding\Yellow_2.npy,in-love
./data_with_wav\openl3_embedding\Perfect_0.npy,in-love
./data_with_wav\openl3_embedding\Perfect_1.npy,in-love
./data_with_wav\openl3_embedding\Perfect_2.npy,in-love
./data_with_wav\openl3_embedding\Make_You_Feel_My_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Make_You_Feel_My_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Make_You_Feel_My_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Your_Song_0.npy,in-love
./data_with_wav\openl3_embedding\Your_Song_1.npy,in-love
./data_with_wav\openl3_embedding\Your_Song_2.npy,in-love
./data_with_wav\openl3_embedding\All_of_Me_0.npy,in-love
./data_with_wav\openl3_embedding\All_of_Me_1.npy,in-love
./data_with_wav\openl3_embedding\All_of_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Dandelions_0.npy,in-love
./data_with_wav\openl3_embedding\Dandelions_1.npy,in-love
./data_with_wav\openl3_embedding\Dandelions_2.npy,in-love
./data_with_wav\openl3_embedding\Fall_Into_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Fall_Into_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Fall_Into_Me_2.npy,in-love
./data_with_wav\openl3_embedding\At_Last_0.npy,in-love
./data_with_wav\openl3_embedding\At_Last_1.npy,in-love
./data_with_wav\openl3_embedding\At_Last_2.npy,in-love
./data_with_wav\openl3_embedding\Here_With_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Here_With_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Here_With_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Endless_Love_(with_Mariah_Carey)_0.npy,in-love
./data_with_wav\openl3_embedding\Endless_Love_(with_Mariah_Carey)_1.npy,in-love
./data_with_wav\openl3_embedding\Endless_Love_(with_Mariah_Carey)_2.npy,in-love
./data_with_wav\openl3_embedding\Until_I_Found_You_(with_Em_Beihold)_-_Em_Beihold_Version_0.npy,in-love
./data_with_wav\openl3_embedding\Until_I_Found_You_(with_Em_Beihold)_-_Em_Beihold_Version_1.npy,in-love
./data_with_wav\openl3_embedding\Until_I_Found_You_(with_Em_Beihold)_-_Em_Beihold_Version_2.npy,in-love
./data_with_wav\openl3_embedding\Love_On_Top_0.npy,in-love
./data_with_wav\openl3_embedding\Love_On_Top_1.npy,in-love
./data_with_wav\openl3_embedding\Love_On_Top_2.npy,in-love
./data_with_wav\openl3_embedding\Sure_Thing_0.npy,in-love
./data_with_wav\openl3_embedding\Sure_Thing_1.npy,in-love
./data_with_wav\openl3_embedding\Sure_Thing_2.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_0.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_1.npy,in-love
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_2.npy,in-love
./data_with_wav\openl3_embedding\Made_For_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Made_For_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Made_For_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Lil_Boo_Thang_0.npy,in-love
./data_with_wav\openl3_embedding\Lil_Boo_Thang_1.npy,in-love
./data_with_wav\openl3_embedding\Lil_Boo_Thang_2.npy,in-love
./data_with_wav\openl3_embedding\Love_On_The_Brain_0.npy,in-love
./data_with_wav\openl3_embedding\Love_On_The_Brain_1.npy,in-love
./data_with_wav\openl3_embedding\Love_On_The_Brain_2.npy,in-love
./data_with_wav\openl3_embedding\Stay_With_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Stay_With_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Stay_With_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Let_The_Light_In_(feat._Father_John_Misty)_0.npy,in-love
./data_with_wav\openl3_embedding\Let_The_Light_In_(feat._Father_John_Misty)_1.npy,in-love
./data_with_wav\openl3_embedding\Let_The_Light_In_(feat._Father_John_Misty)_2.npy,in-love
./data_with_wav\openl3_embedding\Until_The_End_Of_Time_-_Spotify_Singles_0.npy,in-love
./data_with_wav\openl3_embedding\Until_The_End_Of_Time_-_Spotify_Singles_1.npy,in-love
./data_with_wav\openl3_embedding\Until_The_End_Of_Time_-_Spotify_Singles_2.npy,in-love
./data_with_wav\openl3_embedding\Tennessee_Whiskey_0.npy,in-love
./data_with_wav\openl3_embedding\Tennessee_Whiskey_1.npy,in-love
./data_with_wav\openl3_embedding\Tennessee_Whiskey_2.npy,in-love
./data_with_wav\openl3_embedding\Umbrella_0.npy,in-love
./data_with_wav\openl3_embedding\Umbrella_1.npy,in-love
./data_with_wav\openl3_embedding\Umbrella_2.npy,in-love
./data_with_wav\openl3_embedding\Adore_You_0.npy,in-love
./data_with_wav\openl3_embedding\Adore_You_1.npy,in-love
./data_with_wav\openl3_embedding\Adore_You_2.npy,in-love
./data_with_wav\openl3_embedding\Kiss_Me_0.npy,in-love
./data_with_wav\openl3_embedding\Kiss_Me_1.npy,in-love
./data_with_wav\openl3_embedding\Kiss_Me_2.npy,in-love
./data_with_wav\openl3_embedding\Always_Remember_Us_This_Way_0.npy,in-love
./data_with_wav\openl3_embedding\Always_Remember_Us_This_Way_1.npy,in-love
./data_with_wav\openl3_embedding\Always_Remember_Us_This_Way_2.npy,in-love
./data_with_wav\openl3_embedding\Chasing_Cars_0.npy,in-love
./data_with_wav\openl3_embedding\Chasing_Cars_1.npy,in-love
./data_with_wav\openl3_embedding\Chasing_Cars_2.npy,in-love
./data_with_wav\openl3_embedding\a_thousand_years_0.npy,in-love
./data_with_wav\openl3_embedding\a_thousand_years_1.npy,in-love
./data_with_wav\openl3_embedding\a_thousand_years_2.npy,in-love
./data_with_wav\openl3_embedding\Fade_Into_You_0.npy,in-love
./data_with_wav\openl3_embedding\Fade_Into_You_1.npy,in-love
./data_with_wav\openl3_embedding\Fade_Into_You_2.npy,in-love
./data_with_wav\openl3_embedding\She_Will_Be_Loved_-_Radio_Mix_0.npy,in-love
./data_with_wav\openl3_embedding\She_Will_Be_Loved_-_Radio_Mix_1.npy,in-love
./data_with_wav\openl3_embedding\She_Will_Be_Loved_-_Radio_Mix_2.npy,in-love
./data_with_wav\openl3_embedding\My_Girl_0.npy,in-love
./data_with_wav\openl3_embedding\My_Girl_1.npy,in-love
./data_with_wav\openl3_embedding\My_Girl_2.npy,in-love
